AL182012,              SANDY,     45,
20121021, 1800,  , LO, 14.3N,  77.4W,  25, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20121022, 0000,  , LO, 13.9N,  77.8W,  25, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20121022, 0600,  , LO, 13.5N,  78.2W,  25, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20121022, 1200,  , TD, 13.1N,  78.6W,  30, 1002,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20121022, 1800,  , TS, 12.7N,  78.7W,  35, 1000,   50,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20121023, 0000,  , TS, 12.6N,  78.4W,  40,  998,   50,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20121023, 0600,  , TS, 12.9N,  78.1W,  40,  998,   70,   80,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20121023, 1200,  , TS, 13.4N,  77.9W,  40,  995,  100,  100,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20121023, 1800,  , TS, 14.0N,  77.6W,  45,  993,  100,  120,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20121024, 0000,  , TS, 14.7N,  77.3W,  55,  990,  100,  150,   40,   40,    0,   70,    0,    0,    0,    0,    0,    0,
20121024, 0600,  , TS, 15.6N,  77.1W,  60,  987,  100,  150,   50,   50,   50,   70,   20,   20,    0,    0,    0,    0,
20121024, 1200,  , HU, 16.6N,  76.9W,  65,  981,  120,  160,   70,   70,   50,   60,   40,   30,   20,   20,    0,    0,
20121024, 1800,  , HU, 17.7N,  76.7W,  75,  972,  150,  180,   70,   70,   50,   60,   40,   40,   25,   30,   20,   25,
20121024, 1900, L, HU, 17.9N,  76.6W,  75,  971,  150,  180,   70,   70,   50,   60,   40,   40,   25,   30,   20,   25,
20121025, 0000,  , HU, 18.9N,  76.4W,  85,  964,  180,  240,   70,   70,   50,   60,   40,   40,   30,   30,   25,   25,
20121025, 0525, L, HU, 20.0N,  76.0W, 100,  954,  240,  240,   70,  120,   50,   60,   40,   40,   30,   30,   25,   25,
20121025, 0600,  , HU, 20.1N,  76.0W, 100,  954,  240,  240,   70,  120,   50,   60,   40,   40,   25,   20,   20,   20,
20121025, 0900, T, HU, 20.9N,  75.7W,  95,  960,  240,  240,   70,  180,   50,   60,   40,   40,   25,   20,   20,   20,
20121025, 1200,  , HU, 21.7N,  75.5W,  95,  966,  240,  240,   70,  240,   60,   60,   40,   50,   30,   30,   20,   20,
20121025, 1800,  , HU, 23.3N,  75.3W,  90,  963,  270,  270,  120,  270,   60,   60,   40,   50,   30,   30,   20,   20,
20121026, 0000,  , HU, 24.8N,  75.9W,  75,  965,  300,  300,  160,  270,   70,   60,   40,   60,   30,   30,   20,   30,
20121026, 0600,  , HU, 25.7N,  76.4W,  70,  968,  300,  300,  160,  240,   90,   70,   50,   70,   30,   20,    0,   60,
20121026, 1200,  , HU, 26.4N,  76.9W,  65,  970,  360,  240,  170,  240,   90,   80,   90,  120,    0,    0,    0,   90,
20121026, 1800,  , HU, 27.0N,  77.2W,  65,  971,  400,  210,  170,  240,   60,   70,   90,  140,    0,    0,    0,   90,
20121027, 0000,  , TS, 27.5N,  77.1W,  60,  969,  450,  210,  180,  270,    0,    0,  120,  160,    0,    0,    0,    0,
20121027, 0600,  , TS, 28.1N,  76.9W,  60,  968,  450,  260,  180,  280,    0,    0,  120,  160,    0,    0,    0,    0,
20121027, 1200,  , HU, 28.8N,  76.5W,  70,  956,  450,  300,  210,  280,   30,  120,  160,  200,    0,    0,  120,  120,
20121027, 1800,  , HU, 29.7N,  75.6W,  70,  960,  450,  300,  240,  280,   30,  150,  180,  200,    0,    0,  150,  180,
20121028, 0000,  , HU, 30.5N,  74.7W,  65,  960,  480,  300,  300,  280,   30,  180,  180,  210,    0,    0,  150,  180,
